CODIGO CIUDAD ORIGEN;Ciudad Origen;ZONA DESTINO;Pais Destino;CODIGO CIUDAD DESTINO ;Ciudad Destino;TIPO DE TRAYECTO;FLETE X UNID DE PESO ;TIEMPO DE ENTREGA;TRAYECTO EQUIVALENTE. SI NO POSEE, COLOQUE EL MISMO TIPO DE TRAYECTO;REGIONAL ORIGEN;CODIGO DANE REGIONAL ORIGEN
63001000;ARMENIA(QUINDIO);;colombia;5002000;ABEJORRAL(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;54003000;ABREGO(NORTE DE SANTANDER);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;50006000;ACACIAS(META);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;41006000;ACEVEDO(HUILA);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;13006000;ACHI(BOLIVAR);ZONAL;4331;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;41013000;AGRADO(HUILA);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;54001001;AGUA CLARA(NORTE DE SANTANDER);OTROS DESTINOS;3233;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25001000;AGUA DE DIOS(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;AGUA LINDA(NORTE DE SANTANDER);OTROS DESTINOS;3233;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;20011000;AGUACHICA(CESAR);ZONAL;3041;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;AGUACLARA(VALLE DEL CAUCA);NACIONAL;1660;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;68013000;AGUADA(SANTANDER);NACIONAL;2587;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;17013000;AGUADAS(CALDAS);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;85010000;AGUAZUL(CASANARE);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;20013000;AGUSTIN CODAZZI(CESAR);OTROS DESTINOS;2990;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;41016000;AIPE(HUILA);OTROS DESTINOS;2603;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25019000;ALBAN(CUNDINAMARCA);OTROS DESTINOS;3056;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;18029000;ALBANIA(CAQUETA);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ALBANIA(GUAJIRA);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68020000;ALBANIA(SANTANDER);ZONAL;4080;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;76020000;ALCALA(VALLE DEL CAUCA);NACIONAL;1129;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;52022000;ALDANA(NARINO);OTROS DESTINOS;2942;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5021000;ALEJANDRIA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;47030000;ALGARROBO(MAGDALENA);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;41020000;ALGECIRAS(HUILA);OTROS DESTINOS;2834;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;19022000;ALMAGUER(CAUCA);DESTINOS ESPECIALES;6651;10;DESTINOS ESPECIALES;;
63001000;ARMENIA(QUINDIO);;colombia;15022000;ALMEIDA(BOYACA);OTROS DESTINOS;2517;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;73024000;ALPUJARRA(TOLIMA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ALTAMIRA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;41026000;ALTAMIRA(HUILA);OTROS DESTINOS;2635;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ALTO CORINTO(CALDAS);NACIONAL;1314;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;ALTO JORDAN(SANTANDER);ZONAL;3262;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;50001015;ALTO POMPEYA(META);OTROS DESTINOS;2547;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;17001010;ALTO TABLAZO(CALDAS);NACIONAL;1314;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;73026000;ALVARADO(TOLIMA);OTROS DESTINOS;1973;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5030000;AMAGA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;AMAIME(VALLE DEL CAUCA);REGIONAL;875000;2;REGIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;5031000;AMALFI(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;73030000;AMBALEMA(TOLIMA);OTROS DESTINOS;2045;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25035000;ANAPOIMA(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;52036000;ANCUYA(NARINO);OTROS DESTINOS;2874;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ANDAGOYA(CHOCO);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76036000;ANDALUCIA(VALLE DEL CAUCA);ZONAL;2346;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;5034000;ANDES(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5036000;ANGELOPOLIS(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5038000;ANGOSTURA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ANIMAS(CHOCO);DESTINOS ESPECIALES;6651;10;DESTINOS ESPECIALES;;
63001000;ARMENIA(QUINDIO);;colombia;25040000;ANOLAIMA(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5040000;ANORI(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;17042000;ANSERMA(CALDAS);NACIONAL;1020;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;76041000;ANSERMANUEVO(VALLE DEL CAUCA);ZONAL;1060;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;5044000;ANZA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;73043000;ANZOATEGUI(TOLIMA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5045000;APARTADO(ANTIOQUIA);OTROS DESTINOS;2651;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;66045000;APIA(RISARALDA);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25599000;APULO(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;15047000;AQUITANIA(BOYACA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;66001002;ARABIA(RISARALDA);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;47053000;ARACATACA(MAGDALENA);OTROS DESTINOS;3040;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;17050000;ARANZAZU(CALDAS);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68051000;ARATOCA(SANTANDER);OTROS DESTINOS;2854;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;81001000;ARAUCA(ARAUCA);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;17524001;ARAUCA(CALDAS);REGIONAL;829000;2;REGIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;81065000;ARAUQUITA(ARAUCA);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25053000;ARBELAEZ(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;52051000X;ARBOLEDA(BERRUECOS)(NARINO);ZONAL;4329;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;ARBOLEDA(CALDAS);OTROS DESTINOS;2418;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;54051000;ARBOLEDAS(NORTE DE SANTANDER);OTROS DESTINOS;2863;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5051000;ARBOLETES(ANTIOQUIA);OTROS DESTINOS;2863;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;15051000;ARCABUCO(BOYACA);OTROS DESTINOS;2085;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5055000;ARGELIA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;19050000;ARGELIA(CAUCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76054000;ARGELIA(VALLE DEL CAUCA);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;13052000;ARJONA(BOLIVAR);NACIONAL;1722;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;ARJONA(CESAR);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ARMA(CALDAS);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5059000;ARMENIA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;63001000;ARMENIA(QUINDIO);URBANO;507000;2;URBANO;;
63001000;ARMENIA(QUINDIO);;colombia;0;ARMERO GUAYABAL(TOLIMA);ZONAL;1853;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;ARROYO DE PIEDRA(ATLANTICO);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ARROYOHONDO(VALLE DEL CAUCA);NACIONAL;1660;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;ASTILLEROS(NORTE DE SANTANDER);OTROS DESTINOS;3233;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;20032000;ASTREA(CESAR);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;73067000;ATACO(TOLIMA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;ATUNCELA(VALLE DEL CAUCA);NACIONAL;1660;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;23068000;AYAPEL(CORDOBA);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BAJO CORINTO(CALDAS);NACIONAL;1314;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;BAJO JORDAN(SANTANDER);ZONAL;3262;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;19075000;BALBOA(CAUCA);OTROS DESTINOS;2874;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;66075000;BALBOA(RISARALDA);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;8078000;BARANOA(ATLANTICO);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;41078000;BARAYA(HUILA);OTROS DESTINOS;2974;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;52079000;BARBACOAS(NARINO);OTROS DESTINOS;2874;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5079000;BARBOSA(ANTIOQUIA);NACIONAL;875000;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;68077000;BARBOSA(SANTANDER);ZONAL;2990;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;BARCELONA(QUINDIO);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68079000;BARICHARA(SANTANDER);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BARRAGAN(QUINDIO);OTROS DESTINOS;1862;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;50110000;BARRANCA DE UPIA(META);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68081000;BARRANCABERMEJA(SANTANDER);ZONAL;2281;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;BARRANCAS(GUAJIRA);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;13074000;BARRANCO DE LOBA(BOLIVAR);ZONAL;4005;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;8001000;BARRANQUILLA(ATLANTICO);NACIONAL;1617;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;13001003;BARU(BOLIVAR);OTROS DESTINOS;2860;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;13001004;BAYUNCA(BOLIVAR);ZONAL;1908;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;20045000;BECERRIL(CESAR);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;17088000;BELALCAZAR(CALDAS);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BELALCAZAR(CAUCA);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;15087000;BELEN(BOYACA);NACIONAL;2563;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;BELEN(HUILA);OTROS DESTINOS;2942;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;52083000;BELEN(NARINO);OTROS DESTINOS;2874;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;18094000;BELEN DE LOS ANDAQUIES(CAQUETA);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;66088000;BELEN DE UMBRIA(RISARALDA);ZONAL;1438;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;BELENCITO(BOYACA);OTROS DESTINOS;2085;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BELLA VISTA(NARINO);NACIONAL;2853;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;BELLAVISTA(NARINO);OTROS DESTINOS;2853;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5088000;BELLO(ANTIOQUIA);NACIONAL;875000;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;5086000;BELMIRA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25086000;BELTRAN(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BENDICIONES(VALLE DEL CAUCA);NACIONAL;1660;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;15090000;BERBEO(BOYACA);OTROS DESTINOS;2734;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BERLIN(CALDAS);ZONAL;2802;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;BERRUECOS(NARINO);OTROS DESTINOS;3233;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5091000;BETANIA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BETANIA(HUILA);OTROS DESTINOS;2942;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;15092000;BETEITIVA(BOYACA);OTROS DESTINOS;2517;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5093000;BETULIA(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68092000;BETULIA(SANTANDER);OTROS DESTINOS;2842;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BETULIA(SUCRE);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;15097000;BOAVITA(BOYACA);NACIONAL;2563;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;54099000;BOCHALEMA(NORTE DE SANTANDER);OTROS DESTINOS;2863;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BOGOTA, D.C(CUNDINAMARCA);NACIONAL;916000;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;25099000;BOJACA(CUNDINAMARCA);ZONAL;1849;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;19100000;BOLIVAR(CAUCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68101000;BOLIVAR(SANTANDER);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76100000;BOLIVAR(VALLE DEL CAUCA);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BOLIVIA(CALDAS);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BOLOMBOLO(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BOMBONA(NARINO);OTROS DESTINOS;2853;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BONAFONT(CALDAS);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;20060000;BOSCONIA(CESAR);OTROS DESTINOS;2990;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;15104000;BOYACA(BOYACA);ZONAL;4273;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;5107000;BRICENO(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BRUSELAS(HUILA);OTROS DESTINOS;3069;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68001000;BUCARAMANGA(SANTANDER);NACIONAL;1806;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;54109000;BUCARASICA(NORTE DE SANTANDER);OTROS DESTINOS;2942;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76109000;BUENAVENTURA(VALLE DEL CAUCA);ZONAL;1974;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;15109000;BUENAVISTA(BOYACA);OTROS DESTINOS;2734;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;23079000;BUENAVISTA(CORDOBA);OTROS DESTINOS;3041;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;63111000;BUENAVISTA(QUINDIO);OTROS DESTINOS;2405;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;70001001;BUENAVISTA(SUCRE);OTROS DESTINOS;3112;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;19110000;BUENOS AIRES(CAUCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BUENOS AIRES(HUILA);OTROS DESTINOS;3213;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;BUENOS AIRES(PUTUMAYO);OTROS DESTINOS;2874;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;73001001;BUENOS AIRES(TOLIMA);NACIONAL;875000;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;52110000;BUESACO(NARINO);OTROS DESTINOS;2874;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76113000;BUGALAGRANDE(VALLE DEL CAUCA);ZONAL;2232;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;15114000;BUSBANZA(BOYACA);OTROS DESTINOS;2517;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;CABO DE LA VELA(GUAJIRA);ZONAL;3902;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;25120000;CABRERA(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;CABUYALES(NARINO);OTROS DESTINOS;2853;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;50124000;CABUYARO(META);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5120000;CACERES(ANTIOQUIA);OTROS DESTINOS;2626;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25123000;CACHIPAY(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;54128000;CACHIRA(NORTE DE SANTANDER);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;54125000;CACOTA(NORTE DE SANTANDER);OTROS DESTINOS;2942;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5125000;CAICEDO(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76122000;CAICEDONIA(VALLE DEL CAUCA);NACIONAL;1090;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;70124000;CAIMITO(SUCRE);OTROS DESTINOS;2854;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;73124000;CAJAMARCA(TOLIMA);OTROS DESTINOS;1917;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;19130000;CAJIBIO(CAUCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25126000;CAJICA(CUNDINAMARCA);NACIONAL;916000;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;13140000;CALAMAR(BOLIVAR);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;95015000;CALAMAR(GUAVIARE);DESTINOS ESPECIALES;3520;10;DESTINOS ESPECIALES;;
63001000;ARMENIA(QUINDIO);;colombia;63130000;CALARCA(QUINDIO);REGIONAL;538000;2;REGIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;5129000;CALDAS(ANTIOQUIA);NACIONAL;875000;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;15131000;CALDAS(BOYACA);OTROS DESTINOS;3549;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;19137000;CALDONO(CAUCA);OTROS DESTINOS;3262;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76001000;CALI(VALLE DEL CAUCA);REGIONAL;875000;2;REGIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;19001002;CALIBIO(CAUCA);OTROS DESTINOS;1660;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68132000;CALIFORNIA(SANTANDER);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;19142000;CALOTO(CAUCA);NACIONAL;1093;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;CAMBAO(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;5134000;CAMPAMENTO(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;CAMPECHE(ATLANTICO);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;8137000;CAMPO DE LA CRUZ(ATLANTICO);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;54810017;CAMPO DOS(NORTE DE SANTANDER);OTROS DESTINOS;3233;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;41132000;CAMPOALEGRE(HUILA);OTROS DESTINOS;2990;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;CAMPOALEGRE(VALLE DEL CAUCA);NACIONAL;1660;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;15135000;CAMPOHERMOSO(BOYACA);OTROS DESTINOS;2517;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;CANALETE URBANO(CORDOBA);NACIONAL;2577;3;NACIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;8141000;CANDELARIA(ATLANTICO);OTROS DESTINOS;3020;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;76130000;CANDELARIA(VALLE DEL CAUCA);REGIONAL;875000;2;REGIONAL;;
63001000;ARMENIA(QUINDIO);;colombia;0;CANDELILLAS(NARINO);OTROS DESTINOS;4329;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;13160000;CANTAGALLO(BOLIVAR);ZONAL;4005;3;ZONAL;;
63001000;ARMENIA(QUINDIO);;colombia;5138000;CANASGORDAS(ANTIOQUIA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;25148000;CAPARRAPI(CUNDINAMARCA);OTROS DESTINOS;2563;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;0;CAPELLANIA(CUNDINAMARCA);OTROS DESTINOS;2085;8;OTROS DESTINOS;;
63001000;ARMENIA(QUINDIO);;colombia;68147000;CAPITANEJO(SANTANDER);OTROS DESTINOS;2711;8;OTROS DESTINOS;;
